species_common_name,species_scientific_name,taxonomic_group,region,iucn_status,iucn_status_numeric,year,population,is_interpolated,data_source,population_change,population_pct_change,population_rolling_3yr,population_rolling_5yr,overall_trend,risk_level
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1979,1300000,False,African Elephant Database,-69100.000000,-5.315385,1300000.000000,1300000.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1980,1230900,True,African Elephant Database,-69100.000000,-5.315385,1265450.000000,1265450.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1981,1161800,True,African Elephant Database,-69100.000000,-5.613779,1230900.000000,1230900.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1982,1092700,True,African Elephant Database,-69100.000000,-5.947667,1161800.000000,1196350.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1983,1023600,True,African Elephant Database,-69100.000000,-6.323785,1092700.000000,1161800.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1984,954500,True,African Elephant Database,-69100.000000,-6.750684,1023600.000000,1092700.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1985,885400,True,African Elephant Database,-69100.000000,-7.239392,954500.000000,1023600.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1986,816300,True,African Elephant Database,-69100.000000,-7.804382,885400.000000,954500.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1987,747200,True,African Elephant Database,-69100.000000,-8.465025,816300.000000,885400.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1988,678100,True,African Elephant Database,-69100.000000,-9.247859,747200.000000,816300.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1989,609000,False,African Elephant Database,-69100.000000,-10.190237,678100.000000,747200.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1990,604167,True,African Elephant Database,-4833.000000,-0.793596,630422.000000,690953.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1991,599333,True,African Elephant Database,-4834.000000,-0.800110,604167.000000,647560.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1992,594500,True,African Elephant Database,-4833.000000,-0.806396,599333.000000,617020.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1993,589667,True,African Elephant Database,-4833.000000,-0.812952,594500.000000,599333.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1994,584833,True,African Elephant Database,-4834.000000,-0.819785,589667.000000,594500.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1995,580000,False,African Elephant Database,-4833.000000,-0.826390,584833.000000,589667.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1996,568571,True,African Elephant Database,-11429.000000,-1.970517,577801.000000,583514.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1997,557143,True,African Elephant Database,-11428.000000,-2.009951,568571.000000,576043.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1998,545714,True,African Elephant Database,-11429.000000,-2.051358,557143.000000,567252.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,1999,534286,True,African Elephant Database,-11428.000000,-2.094137,545714.000000,557143.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2000,522857,True,African Elephant Database,-11429.000000,-2.139117,534286.000000,545714.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2001,511429,True,African Elephant Database,-11428.000000,-2.185684,522857.000000,534286.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2002,500000,False,African Elephant Database,-11429.000000,-2.234719,511429.000000,522857.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2003,494400,True,African Elephant Database,-5600.000000,-1.120000,501943.000000,512594.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2004,488800,True,African Elephant Database,-5600.000000,-1.132686,494400.000000,503497.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2005,483200,True,African Elephant Database,-5600.000000,-1.145663,488800.000000,495566.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2006,477600,True,African Elephant Database,-5600.000000,-1.158940,483200.000000,488800.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2007,472000,False,African Elephant Database,-5600.000000,-1.172529,477600.000000,483200.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2008,454896,True,African Elephant Database,-17104.000000,-3.623729,468165.000000,475299.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2009,437792,True,African Elephant Database,-17104.000000,-3.759980,454896.000000,465098.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2010,420688,True,African Elephant Database,-17104.000000,-3.906878,437792.000000,452595.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2011,403583,True,African Elephant Database,-17105.000000,-4.065959,420688.000000,437792.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2012,386479,True,African Elephant Database,-17104.000000,-4.238038,403583.000000,420688.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2013,369375,True,African Elephant Database,-17104.000000,-4.425596,386479.000000,403583.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2014,352271,False,African Elephant Database,-17104.000000,-4.630525,369375.000000,386479.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2015,383636,True,African Elephant Database,31365.000000,8.903657,368427.000000,379069.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2016,415000,False,African Elephant Database,31364.000000,8.175458,383636.000000,381352.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2017,415000,True,African Elephant Database,0.000000,0.000000,404545.000000,387056.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2018,415000,True,African Elephant Database,0.000000,0.000000,415000.000000,396181.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2019,415000,True,African Elephant Database,0.000000,0.000000,415000.000000,408727.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2020,415000,True,African Elephant Database,0.000000,0.000000,415000.000000,415000.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2021,415000,True,African Elephant Database,0.000000,0.000000,415000.000000,415000.000000,stable,Medium
African Elephant,Loxodonta africana,Mammal,Africa,EN,3,2022,415000,False,African Elephant Database,0.000000,0.000000,415000.000000,415000.000000,stable,Medium
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1993,23966,False,Project Elephant Census,222.000000,0.926312,23966.000000,23966.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1994,24188,True,Project Elephant Census,222.000000,0.926312,24077.000000,24077.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1995,24410,True,Project Elephant Census,222.000000,0.917810,24188.000000,24188.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1996,24631,True,Project Elephant Census,221.000000,0.905367,24410.000000,24299.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1997,24853,False,Project Elephant Census,222.000000,0.901303,24631.000000,24410.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1998,25160,True,Project Elephant Census,307.000000,1.235263,24881.000000,24648.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,1999,25468,True,Project Elephant Census,308.000000,1.224165,25160.000000,24904.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2000,25775,True,Project Elephant Census,307.000000,1.205434,25468.000000,25177.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2001,26083,True,Project Elephant Census,308.000000,1.194956,25775.000000,25468.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2002,26390,False,Project Elephant Census,307.000000,1.177012,26083.000000,25775.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2003,26643,True,Project Elephant Census,253.000000,0.958696,26372.000000,26072.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2004,26897,True,Project Elephant Census,254.000000,0.953346,26643.000000,26358.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2005,27150,True,Project Elephant Census,253.000000,0.940625,26897.000000,26633.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2006,27404,True,Project Elephant Census,254.000000,0.935543,27150.000000,26897.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2007,27657,False,Project Elephant Census,253.000000,0.923223,27404.000000,27150.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2008,28004,True,Project Elephant Census,347.000000,1.254655,27688.000000,27422.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2009,28351,True,Project Elephant Census,347.000000,1.239109,28004.000000,27713.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2010,28697,True,Project Elephant Census,346.000000,1.220416,28351.000000,28023.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2011,29044,True,Project Elephant Census,347.000000,1.209186,28697.000000,28351.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2012,29391,False,Project Elephant Census,347.000000,1.194739,29044.000000,28697.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2013,28975,True,Project Elephant Census,-416.000000,-1.415399,29137.000000,28892.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2014,28559,True,Project Elephant Census,-416.000000,-1.435720,28975.000000,28933.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2015,28144,True,Project Elephant Census,-415.000000,-1.453132,28559.000000,28823.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2016,27728,True,Project Elephant Census,-416.000000,-1.478113,28144.000000,28559.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2017,27312,False,Project Elephant Census,-416.000000,-1.500289,27728.000000,28144.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2018,26339,True,Project Elephant Census,-973.000000,-3.562537,27126.000000,27616.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2019,25366,True,Project Elephant Census,-973.000000,-3.694142,26339.000000,26978.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2020,24392,True,Project Elephant Census,-974.000000,-3.839786,25366.000000,26227.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2021,23419,True,Project Elephant Census,-973.000000,-3.989013,24392.000000,25366.000000,moderate_decline,High
Asian Elephant,Elephas maximus,Mammal,India,EN,3,2022,22446,False,Project Elephant Census,-973.000000,-4.154746,23419.000000,24392.000000,moderate_decline,High
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2005,359,False,Gujarat Lion Census,10.000000,2.785515,359.000000,359.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2006,369,True,Gujarat Lion Census,10.000000,2.785515,364.000000,364.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2007,380,True,Gujarat Lion Census,11.000000,2.981030,369.000000,369.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2008,390,True,Gujarat Lion Census,10.000000,2.631579,380.000000,374.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2009,401,True,Gujarat Lion Census,11.000000,2.820513,390.000000,380.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2010,411,False,Gujarat Lion Census,10.000000,2.493766,401.000000,390.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2011,433,True,Gujarat Lion Census,22.000000,5.352798,415.000000,403.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2012,456,True,Gujarat Lion Census,23.000000,5.311778,433.000000,418.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2013,478,True,Gujarat Lion Census,22.000000,4.824561,456.000000,436.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2014,501,True,Gujarat Lion Census,23.000000,4.811715,478.000000,456.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2015,523,False,Gujarat Lion Census,22.000000,4.391218,501.000000,478.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2016,553,True,Gujarat Lion Census,30.000000,5.736138,526.000000,502.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2017,583,True,Gujarat Lion Census,30.000000,5.424955,553.000000,528.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2018,614,True,Gujarat Lion Census,31.000000,5.317324,583.000000,555.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2019,644,True,Gujarat Lion Census,30.000000,4.885993,614.000000,583.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2020,674,False,Gujarat Lion Census,30.000000,4.658385,644.000000,614.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2021,706,True,Gujarat Lion Census,32.000000,4.747774,675.000000,644.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2022,737,True,Gujarat Lion Census,31.000000,4.390935,706.000000,675.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2023,768,True,Gujarat Lion Census,31.000000,4.206242,737.000000,706.000000,moderate_recovery,Medium
Asiatic Lion,Panthera leo persica,Mammal,India,EN,3,2024,800,False,Gujarat Lion Census,32.000000,4.166667,768.000000,737.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2006,1411,False,NTCA Tiger Census,74.000000,5.244507,1411.000000,1411.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2007,1485,True,NTCA Tiger Census,74.000000,5.244507,1448.000000,1448.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2008,1558,True,NTCA Tiger Census,73.000000,4.915825,1485.000000,1485.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2009,1632,True,NTCA Tiger Census,74.000000,4.749679,1558.000000,1522.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2010,1706,False,NTCA Tiger Census,74.000000,4.534314,1632.000000,1558.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2011,1836,True,NTCA Tiger Census,130.000000,7.620164,1725.000000,1643.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2012,1966,True,NTCA Tiger Census,130.000000,7.080610,1836.000000,1740.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2013,2096,True,NTCA Tiger Census,130.000000,6.612411,1966.000000,1847.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2014,2226,False,NTCA Tiger Census,130.000000,6.202290,2096.000000,1966.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2015,2411,True,NTCA Tiger Census,185.000000,8.310872,2244.000000,2107.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2016,2596,True,NTCA Tiger Census,185.000000,7.673165,2411.000000,2259.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2017,2782,True,NTCA Tiger Census,186.000000,7.164869,2596.000000,2422.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2018,2967,False,NTCA Tiger Census,185.000000,6.649892,2782.000000,2596.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2019,3146,True,NTCA Tiger Census,179.000000,6.033030,2965.000000,2780.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2020,3324,True,NTCA Tiger Census,178.000000,5.657978,3146.000000,2963.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2021,3503,True,NTCA Tiger Census,179.000000,5.385078,3324.000000,3144.000000,moderate_recovery,Medium
Bengal Tiger,Panthera tigris tigris,Mammal,India,EN,3,2022,3682,False,NTCA Tiger Census,179.000000,5.109906,3503.000000,3324.000000,moderate_recovery,Medium
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1982,22,False,USFWS Recovery Program,1.000000,4.545455,22.000000,22.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1983,23,True,USFWS Recovery Program,1.000000,4.545455,22.000000,22.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1984,24,True,USFWS Recovery Program,1.000000,4.347826,23.000000,23.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1985,25,True,USFWS Recovery Program,1.000000,4.166667,24.000000,24.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1986,26,True,USFWS Recovery Program,1.000000,4.000000,25.000000,24.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1987,27,False,USFWS Recovery Program,1.000000,3.846154,26.000000,25.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1988,34,True,USFWS Recovery Program,7.000000,25.925926,29.000000,27.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1989,41,True,USFWS Recovery Program,7.000000,20.588235,34.000000,31.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1990,49,True,USFWS Recovery Program,8.000000,19.512195,41.000000,35.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1991,56,True,USFWS Recovery Program,7.000000,14.285714,49.000000,41.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1992,63,False,USFWS Recovery Program,7.000000,12.500000,56.000000,49.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1993,76,True,USFWS Recovery Program,13.000000,20.634921,65.000000,57.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1994,88,True,USFWS Recovery Program,12.000000,15.789474,76.000000,66.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1995,100,True,USFWS Recovery Program,12.000000,13.636364,88.000000,77.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1996,113,True,USFWS Recovery Program,13.000000,13.000000,100.000000,88.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1997,126,True,USFWS Recovery Program,13.000000,11.504425,113.000000,101.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1998,138,True,USFWS Recovery Program,12.000000,9.523810,126.000000,113.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,1999,150,True,USFWS Recovery Program,12.000000,8.695652,138.000000,125.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2000,163,False,USFWS Recovery Program,13.000000,8.666667,150.000000,138.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2001,183,True,USFWS Recovery Program,20.000000,12.269939,165.000000,152.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2002,203,True,USFWS Recovery Program,20.000000,10.928962,183.000000,167.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2003,223,True,USFWS Recovery Program,20.000000,9.852217,203.000000,184.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2004,242,True,USFWS Recovery Program,19.000000,8.520179,223.000000,203.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2005,262,True,USFWS Recovery Program,20.000000,8.264463,242.000000,223.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2006,282,True,USFWS Recovery Program,20.000000,7.633588,262.000000,242.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2007,302,True,USFWS Recovery Program,20.000000,7.092199,282.000000,262.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2008,322,False,USFWS Recovery Program,20.000000,6.622517,302.000000,282.000000,moderate_recovery,High
California Condor,Gymnogyps californianus,Bird,Usa,CR,4,2009,339,True,USFWS Recovery Program,17.000000,5.279503,321.000000,301.000000,moderate_recovery,High
